"Title","SubTitle"
"Transmission (Two Port)",""
"Parameter Name","Setting"
"Resolution:","2065"
"CAL:","On (2PFP)"
"RF Immunity:","Low"
"Std:","None"
"Smoothing %: ","OFF"
"Date:","woensdag 20 april 2016"
"Time:","9:45:15"
"Avg. Cable Loss:","4.62 dB"
"Model:","S820E"
"Serial:","1520066"
"Marker Data"
"Marker","Frequency(MHz)","Value"
"Limit Off"
"Point Data"
"Frequency(MHz)","Transmission (Two Port)"
"1650","-5.07020261594138"
"1650.0726744186","-5.06965069390128"
"1650.14534883721","-5.07036469439583"
"1650.21802325581","-5.06994015853197"
"1650.29069767442","-5.07000724530676"
"1650.36337209302","-5.06828426355299"
"1650.43604651163","-4.95604865888093"
"1650.50872093023","-4.95057189844414"
"1650.58139534884","-4.94941078734615"
"1650.65406976744","-4.9610483844679"
"1650.72674418605","-5.06229115232397"
"1650.79941860465","-5.070639398088"
"1650.87209302326","-5.07330677644073"
"1650.94476744186","-5.07377571944572"
"1651.01744186047","-5.07557578823458"
"1651.09011627907","-5.07620273684166"
"1651.16279069767","-5.07654808493787"
"1651.23546511628","-5.07744345309706"
"1651.30813953488","-5.07716809302647"
"1651.38081395349","-5.07952094510511"
"1651.45348837209","-5.07962882316024"
"1651.5261627907","-5.08060702040134"
"1651.5988372093","-5.08085779246088"
"1651.67151162791","-5.08031917465305"
"1651.74418604651","-5.080718803488"
"1651.81686046512","-5.0820174938325"
"1651.88953488372","-5.04512364499575"
"1651.96220930233","-5.00182040985087"
"1652.03488372093","-5.06984405022561"
"1652.10755813953","-5.0677709303112"
"1652.18023255814","-5.01079284075881"
"1652.25290697674","-5.01571162009804"
"1652.32558139535","-5.02653507371239"
"1652.39825581395","-5.03323190304886"
"1652.47093023256","-5.03518580393672"
"1652.54360465116","-5.03516222420102"
"1652.61627906977","-4.99552799961341"
"1652.68895348837","-4.98150449665467"
"1652.76162790698","-4.9824607907807"
"1652.83430232558","-4.98383516811138"
"1652.90697674419","-4.99065171590226"
"1652.97965116279","-5.06509492969674"
"1653.0523255814","-5.07338166552598"
"1653.125","-5.07476245353192"
"1653.1976744186","-5.07639210513269"
"1653.27034883721","-5.00095999783521"
"1653.34302325581","-4.98300440797802"
"1653.41569767442","-4.98442280688595"
"1653.48837209302","-4.98609670995529"
"1653.56104651163","-4.98898482255606"
"1653.63372093023","-4.99520537432285"
"1653.70639534884","-5.00113042017746"
"1653.77906976744","-5.03146208763182"
"1653.85174418605","-5.05996926893663"
